,outtime,scores,one,two
339,2019-04-25 19:44:02,30,2019-04-25,19:44:02
340,2019-05-02 10:53:11,30,2019-05-02,10:53:11
341,2019-04-25 00:08:39,30,2019-04-25,00:08:39
342,2019-04-26 17:39:06,30,2019-04-26,17:39:06
343,2019-04-24 14:21:55,30,2019-04-24,14:21:55
344,2019-04-24 15:40:16,30,2019-04-24,15:40:16
345,2019-04-24 13:39:52,30,2019-04-24,13:39:52
346,2019-05-09 15:39:12,30,2019-05-09,15:39:12
347,2019-04-25 22:52:42,30,2019-04-25,22:52:42
348,2019-04-24 03:29:57,30,2019-04-24,03:29:57
349,2019-04-28 07:13:34,30,2019-04-28,07:13:34
350,2019-04-24 20:25:03,30,2019-04-24,20:25:03
351,2019-04-26 00:35:31,30,2019-04-26,00:35:31
352,2019-04-27 09:24:27,30,2019-04-27,09:24:27
353,2019-04-26 08:54:50,30,2019-04-26,08:54:50
354,2019-04-24 10:51:45,30,2019-04-24,10:51:45
355,2019-04-25 04:44:06,30,2019-04-25,04:44:06
356,2019-04-24 13:33:13,30,2019-04-24,13:33:13
357,2019-04-25 15:22:13,30,2019-04-25,15:22:13
358,2019-04-24 17:46:25,30,2019-04-24,17:46:25
359,2019-04-26 17:03:09,30,2019-04-26,17:03:09
360,2019-04-30 00:17:13,30,2019-04-30,00:17:13
361,2019-04-25 07:10:20,30,2019-04-25,07:10:20
362,2019-04-25 22:23:47,30,2019-04-25,22:23:47
363,2019-04-24 22:02:02,30,2019-04-24,22:02:02
364,2019-04-24 22:13:16,30,2019-04-24,22:13:16
365,2019-05-13 21:58:07,30,2019-05-13,21:58:07
366,2019-04-24 23:57:04,30,2019-04-24,23:57:04
367,2019-04-26 20:39:15,30,2019-04-26,20:39:15
368,2019-04-26 22:47:05,30,2019-04-26,22:47:05
369,2019-04-27 22:22:11,30,2019-04-27,22:22:11
370,2019-05-03 21:02:24,30,2019-05-03,21:02:24
371,2019-04-26 17:32:00,30,2019-04-26,17:32:00
372,2019-04-25 03:07:18,30,2019-04-25,03:07:18
373,2019-04-25 06:43:37,30,2019-04-25,06:43:37
374,2019-04-24 03:09:11,30,2019-04-24,03:09:11
375,2019-04-24 17:11:18,30,2019-04-24,17:11:18
376,2019-05-22 14:51:51,30,2019-05-22,14:51:51
377,2019-04-30 01:22:02,30,2019-04-30,01:22:02
378,2019-04-24 03:26:20,30,2019-04-24,03:26:20
379,2019-04-27 22:44:04,30,2019-04-27,22:44:04
380,2019-04-27 18:13:00,30,2019-04-27,18:13:00
381,2019-04-25 08:12:29,30,2019-04-25,08:12:29
382,2019-04-28 16:58:38,30,2019-04-28,16:58:38
383,2019-04-24 12:06:55,30,2019-04-24,12:06:55
384,2019-05-02 15:36:20,30,2019-05-02,15:36:20
385,2019-04-24 17:56:30,30,2019-04-24,17:56:30
386,2019-04-25 09:30:06,30,2019-04-25,09:30:06
387,2019-04-27 16:02:49,30,2019-04-27,16:02:49
388,2019-04-27 22:42:15,30,2019-04-27,22:42:15
389,2019-04-28 00:27:26,30,2019-04-28,00:27:26
390,2019-05-28 01:42:59,30,2019-05-28,01:42:59
391,2019-05-04 21:02:59,30,2019-05-04,21:02:59
392,2019-04-28 10:52:28,30,2019-04-28,10:52:28
393,2019-04-24 12:40:40,30,2019-04-24,12:40:40
394,2019-04-27 17:14:50,30,2019-04-27,17:14:50
395,2019-05-06 22:46:16,30,2019-05-06,22:46:16
396,2019-04-27 22:37:32,30,2019-04-27,22:37:32
397,2019-04-25 19:21:59,30,2019-04-25,19:21:59
398,2019-05-01 12:07:39,30,2019-05-01,12:07:39
399,2019-04-27 21:55:00,30,2019-04-27,21:55:00
400,2019-04-29 17:35:34,30,2019-04-29,17:35:34
401,2019-04-27 01:47:15,30,2019-04-27,01:47:15
402,2019-04-27 17:12:10,30,2019-04-27,17:12:10
403,2019-04-25 22:29:15,30,2019-04-25,22:29:15
404,2019-04-24 23:42:04,30,2019-04-24,23:42:04
405,2019-04-25 18:43:18,30,2019-04-25,18:43:18
406,2019-04-25 10:20:31,30,2019-04-25,10:20:31
407,2019-04-26 16:57:28,30,2019-04-26,16:57:28
408,2019-04-26 22:10:24,30,2019-04-26,22:10:24
409,2019-04-24 19:17:58,30,2019-04-24,19:17:58
410,2019-04-29 15:37:38,30,2019-04-29,15:37:38
411,2019-04-25 21:28:31,30,2019-04-25,21:28:31
412,2019-05-06 07:36:17,30,2019-05-06,07:36:17
413,2019-05-11 00:53:13,30,2019-05-11,00:53:13
414,2019-04-28 08:47:59,30,2019-04-28,08:47:59
415,2019-04-24 22:51:56,30,2019-04-24,22:51:56
416,2019-04-27 13:04:51,30,2019-04-27,13:04:51
417,2019-04-27 17:24:11,30,2019-04-27,17:24:11
418,2019-05-04 01:17:17,30,2019-05-04,01:17:17
419,2019-04-24 19:34:22,30,2019-04-24,19:34:22
420,2019-05-03 21:54:08,30,2019-05-03,21:54:08
421,2019-04-25 14:40:52,30,2019-04-25,14:40:52
422,2019-05-01 11:21:49,30,2019-05-01,11:21:49
423,2019-04-24 03:49:44,30,2019-04-24,03:49:44
424,2019-05-14 20:59:14,30,2019-05-14,20:59:14
425,2019-04-30 12:03:39,30,2019-04-30,12:03:39
426,2019-04-27 16:44:03,30,2019-04-27,16:44:03
427,2019-04-28 01:28:40,30,2019-04-28,01:28:40
428,2019-04-24 22:48:03,30,2019-04-24,22:48:03
429,2019-04-26 22:32:10,30,2019-04-26,22:32:10
430,2019-04-24 23:13:10,30,2019-04-24,23:13:10
431,2019-04-28 10:45:40,30,2019-04-28,10:45:40
432,2019-04-25 05:36:26,30,2019-04-25,05:36:26
433,2019-04-27 11:33:24,30,2019-04-27,11:33:24
434,2019-05-12 20:30:08,30,2019-05-12,20:30:08
435,2019-04-24 07:29:38,30,2019-04-24,07:29:38
436,2019-04-24 07:14:06,30,2019-04-24,07:14:06
437,2019-04-24 02:03:09,20,2019-04-24,02:03:09
438,2019-04-24 00:00:05,10,2019-04-24,00:00:05
439,2019-04-24 03:56:56,20,2019-04-24,03:56:56
440,2019-04-24 03:50:30,10,2019-04-24,03:50:30
441,2019-04-24 04:44:35,10,2019-04-24,04:44:35
442,2019-04-24 01:21:14,20,2019-04-24,01:21:14
443,2019-04-24 02:18:00,10,2019-04-24,02:18:00
444,2019-04-24 11:22:30,10,2019-04-24,11:22:30
445,2019-04-24 03:05:02,20,2019-04-24,03:05:02
446,2019-04-24 08:08:36,10,2019-04-24,08:08:36
447,2019-04-24 06:13:50,20,2019-04-24,06:13:50
448,2019-04-24 02:55:45,10,2019-04-24,02:55:45
449,2019-04-24 07:14:10,10,2019-04-24,07:14:10
450,2019-04-24 22:29:57,20,2019-04-24,22:29:57
451,2019-04-24 07:10:52,10,2019-04-24,07:10:52
452,2019-04-24 04:22:24,10,2019-04-24,04:22:24
453,2019-04-24 09:54:50,20,2019-04-24,09:54:50
454,2019-04-24 07:52:05,10,2019-04-24,07:52:05
455,2019-04-24 23:27:12,10,2019-04-24,23:27:12
456,2019-04-24 04:03:18,20,2019-04-24,04:03:18
457,2019-04-24 00:13:07,20,2019-04-24,00:13:07
458,2019-04-24 23:07:42,10,2019-04-24,23:07:42
459,2019-04-27 12:43:10,20,2019-04-27,12:43:10
460,2019-04-25 20:28:01,20,2019-04-25,20:28:01
461,2019-04-24 07:32:43,10,2019-04-24,07:32:43
462,2019-04-24 07:54:53,10,2019-04-24,07:54:53
463,2019-04-24 09:05:55,20,2019-04-24,09:05:55
464,2019-04-24 17:19:38,20,2019-04-24,17:19:38
465,2019-04-24 17:55:54,20,2019-04-24,17:55:54
466,2019-04-24 15:40:54,10,2019-04-24,15:40:54
467,2019-04-24 10:48:00,20,2019-04-24,10:48:00
468,2019-04-24 08:10:39,20,2019-04-24,08:10:39
469,2019-04-25 15:40:17,30,2019-04-25,15:40:17
470,2019-04-27 20:34:31,20,2019-04-27,20:34:31
471,2019-04-24 07:19:49,20,2019-04-24,07:19:49
472,2019-04-24 07:24:27,20,2019-04-24,07:24:27
473,2019-04-24 10:20:02,10,2019-04-24,10:20:02
474,2019-04-25 23:14:18,20,2019-04-25,23:14:18
475,2019-04-24 10:24:36,10,2019-04-24,10:24:36
476,2019-04-28 23:27:27,10,2019-04-28,23:27:27
477,2019-04-24 21:33:07,20,2019-04-24,21:33:07
478,2019-05-05 10:47:49,20,2019-05-05,10:47:49
479,2019-04-24 18:14:11,20,2019-04-24,18:14:11
480,2019-04-24 11:25:01,20,2019-04-24,11:25:01
481,2019-05-01 22:40:28,20,2019-05-01,22:40:28
482,2019-05-01 12:02:51,10,2019-05-01,12:02:51
483,2019-04-24 16:56:25,20,2019-04-24,16:56:25
484,2019-04-25 01:17:12,10,2019-04-25,01:17:12
485,2019-04-29 22:41:02,10,2019-04-29,22:41:02
486,2019-04-25 14:05:42,10,2019-04-25,14:05:42
487,2019-04-27 16:11:06,20,2019-04-27,16:11:06
488,2019-05-13 22:47:16,20,2019-05-13,22:47:16
489,2019-04-24 23:47:00,20,2019-04-24,23:47:00
490,2019-04-25 04:03:33,20,2019-04-25,04:03:33
491,2019-04-26 17:00:27,10,2019-04-26,17:00:27
492,2019-04-24 16:10:50,10,2019-04-24,16:10:50
493,2019-04-26 17:23:07,20,2019-04-26,17:23:07
494,2019-04-26 17:44:33,10,2019-04-26,17:44:33
495,2019-04-28 07:12:20,20,2019-04-28,07:12:20
496,2019-04-24 07:46:47,20,2019-04-24,07:46:47
497,2019-04-24 13:56:35,20,2019-04-24,13:56:35
498,2019-04-29 19:42:36,20,2019-04-29,19:42:36
499,2019-04-29 00:58:10,20,2019-04-29,00:58:10
500,2019-04-27 03:20:18,20,2019-04-27,03:20:18
501,2019-05-06 16:36:38,20,2019-05-06,16:36:38
502,2019-04-24 16:50:34,20,2019-04-24,16:50:34
503,2019-04-24 17:55:53,10,2019-04-24,17:55:53
504,2019-04-26 18:51:43,10,2019-04-26,18:51:43
505,2019-04-27 17:00:23,20,2019-04-27,17:00:23
506,2019-04-27 20:17:28,20,2019-04-27,20:17:28
507,2019-04-26 23:16:51,10,2019-04-26,23:16:51
508,2019-04-25 14:40:00,20,2019-04-25,14:40:00
509,2019-04-25 16:59:52,10,2019-04-25,16:59:52
510,2019-05-07 06:30:20,20,2019-05-07,06:30:20
511,2019-04-25 18:12:02,20,2019-04-25,18:12:02
512,2019-04-24 04:37:45,20,2019-04-24,04:37:45
513,2019-04-29 17:35:45,20,2019-04-29,17:35:45
514,2019-04-27 16:29:55,10,2019-04-27,16:29:55
515,2019-04-24 12:48:45,20,2019-04-24,12:48:45
516,2019-04-24 08:58:44,20,2019-04-24,08:58:44
517,2019-04-26 10:49:35,10,2019-04-26,10:49:35
518,2019-04-27 21:07:32,10,2019-04-27,21:07:32
519,2019-04-26 07:51:33,10,2019-04-26,07:51:33
520,2019-05-01 19:06:23,10,2019-05-01,19:06:23
521,2019-05-09 13:05:42,20,2019-05-09,13:05:42
522,2019-04-24 14:41:15,10,2019-04-24,14:41:15
523,2019-04-26 14:30:11,20,2019-04-26,14:30:11
524,2019-04-25 01:22:22,10,2019-04-25,01:22:22
525,2019-04-26 10:38:50,20,2019-04-26,10:38:50
526,2019-04-26 18:37:00,10,2019-04-26,18:37:00
527,2019-04-24 23:31:05,10,2019-04-24,23:31:05
528,2019-04-24 13:24:27,20,2019-04-24,13:24:27
529,2019-04-24 09:29:54,20,2019-04-24,09:29:54
530,2019-04-24 03:18:38,10,2019-04-24,03:18:38
531,2019-04-29 01:21:02,10,2019-04-29,01:21:02
532,2019-04-25 01:16:08,20,2019-04-25,01:16:08
533,2019-04-26 10:38:56,20,2019-04-26,10:38:56
534,2019-05-03 22:13:32,20,2019-05-03,22:13:32
535,2019-04-24 17:49:43,20,2019-04-24,17:49:43
536,2019-04-26 13:04:28,20,2019-04-26,13:04:28
537,2019-04-25 00:37:09,20,2019-04-25,00:37:09
538,2019-04-25 09:37:10,20,2019-04-25,09:37:10
539,2019-05-05 19:56:08,10,2019-05-05,19:56:08
540,2019-04-28 01:44:48,10,2019-04-28,01:44:48
541,2019-05-02 06:14:44,20,2019-05-02,06:14:44
542,2019-04-24 00:39:55,10,2019-04-24,00:39:55
543,2019-04-27 23:58:40,10,2019-04-27,23:58:40
544,2019-04-28 02:05:48,20,2019-04-28,02:05:48
545,2019-04-28 22:10:24,20,2019-04-28,22:10:24
546,2019-04-24 22:37:11,20,2019-04-24,22:37:11
547,2019-05-04 15:19:49,10,2019-05-04,15:19:49
548,2019-04-26 18:48:57,20,2019-04-26,18:48:57
549,2019-04-27 21:02:33,10,2019-04-27,21:02:33
550,2019-05-01 21:51:58,20,2019-05-01,21:51:58
551,2019-04-26 14:41:08,20,2019-04-26,14:41:08
552,2019-04-27 16:36:30,20,2019-04-27,16:36:30
553,2019-04-24 12:57:48,10,2019-04-24,12:57:48
554,2019-04-28 02:40:36,20,2019-04-28,02:40:36
555,2019-05-03 00:39:43,20,2019-05-03,00:39:43
556,2019-04-26 10:48:40,10,2019-04-26,10:48:40
557,2019-05-12 12:22:21,20,2019-05-12,12:22:21
558,2019-05-11 10:08:11,10,2019-05-11,10:08:11
559,2019-04-29 01:01:54,20,2019-04-29,01:01:54
560,2019-04-25 20:24:59,10,2019-04-25,20:24:59
561,2019-04-24 09:14:52,20,2019-04-24,09:14:52
562,2019-04-24 15:32:47,10,2019-04-24,15:32:47
563,2019-04-26 10:26:36,20,2019-04-26,10:26:36
564,2019-05-08 02:30:51,20,2019-05-08,02:30:51
565,2019-04-25 08:05:19,10,2019-04-25,08:05:19
566,2019-04-26 11:44:19,10,2019-04-26,11:44:19
567,2019-04-29 23:38:37,20,2019-04-29,23:38:37
568,2019-05-04 15:46:21,20,2019-05-04,15:46:21
569,2019-05-04 21:51:11,10,2019-05-04,21:51:11
570,2019-04-24 19:56:20,20,2019-04-24,19:56:20
571,2019-04-26 02:01:54,10,2019-04-26,02:01:54
572,2019-04-25 22:36:32,20,2019-04-25,22:36:32
573,2019-04-26 10:26:57,10,2019-04-26,10:26:57
574,2019-04-25 19:05:12,10,2019-04-25,19:05:12
575,2019-04-26 09:55:21,20,2019-04-26,09:55:21
576,2019-05-04 07:21:16,10,2019-05-04,07:21:16
577,2019-04-30 05:26:50,20,2019-04-30,05:26:50
578,2019-06-30 19:42:03,20,2019-06-30,19:42:03
579,2019-04-25 09:05:22,20,2019-04-25,09:05:22
580,2019-04-30 20:17:26,20,2019-04-30,20:17:26
581,2019-04-26 12:57:00,10,2019-04-26,12:57:00
582,2019-04-24 21:59:24,20,2019-04-24,21:59:24
583,2019-05-03 18:45:11,20,2019-05-03,18:45:11
584,2019-04-25 02:37:20,20,2019-04-25,02:37:20
585,2019-04-27 09:23:11,20,2019-04-27,09:23:11
586,2019-04-30 17:39:32,20,2019-04-30,17:39:32
587,2019-05-16 01:41:24,10,2019-05-16,01:41:24
588,2019-04-25 17:10:10,10,2019-04-25,17:10:10
589,2019-05-20 04:52:44,10,2019-05-20,04:52:44
590,2019-05-10 15:45:24,20,2019-05-10,15:45:24
591,2019-04-27 00:33:18,10,2019-04-27,00:33:18
592,2019-04-27 03:54:03,20,2019-04-27,03:54:03
593,2019-04-28 22:23:10,10,2019-04-28,22:23:10
594,2019-04-26 11:30:35,20,2019-04-26,11:30:35
595,2019-04-27 11:31:46,10,2019-04-27,11:31:46
596,2019-04-26 09:21:43,20,2019-04-26,09:21:43
597,2019-04-24 23:16:50,10,2019-04-24,23:16:50
598,2019-04-24 23:14:08,20,2019-04-24,23:14:08
599,2019-05-05 13:02:38,20,2019-05-05,13:02:38
600,2019-05-01 18:49:43,10,2019-05-01,18:49:43
601,2019-06-24 14:42:22,20,2019-06-24,14:42:22
602,2019-04-24 23:54:42,10,2019-04-24,23:54:42
603,2019-04-25 11:35:33,20,2019-04-25,11:35:33
604,2019-04-27 06:02:30,20,2019-04-27,06:02:30
605,2019-05-13 11:13:43,20,2019-05-13,11:13:43
606,2019-05-04 09:44:46,10,2019-05-04,09:44:46
607,2019-05-13 20:06:21,20,2019-05-13,20:06:21
608,2019-04-25 23:45:04,20,2019-04-25,23:45:04
609,2019-06-20 09:30:08,10,2019-06-20,09:30:08
610,2019-04-24 10:08:25,20,2019-04-24,10:08:25
611,2019-04-26 14:00:46,10,2019-04-26,14:00:46
612,2019-04-30 23:40:01,20,2019-04-30,23:40:01
613,2019-05-03 18:56:52,20,2019-05-03,18:56:52
614,2019-04-27 17:39:18,20,2019-04-27,17:39:18
615,2019-04-24 02:49:18,10,2019-04-24,02:49:18
616,2019-04-24 02:58:32,20,2019-04-24,02:58:32
617,2019-05-07 08:38:54,20,2019-05-07,08:38:54
618,2019-04-25 23:16:13,10,2019-04-25,23:16:13
619,2019-04-27 00:32:24,20,2019-04-27,00:32:24
620,2019-04-25 13:58:02,20,2019-04-25,13:58:02
621,2019-04-28 09:36:39,20,2019-04-28,09:36:39
622,2019-05-14 09:43:42,20,2019-05-14,09:43:42
623,2019-04-24 11:00:15,20,2019-04-24,11:00:15
624,2019-04-28 01:07:28,20,2019-04-28,01:07:28
625,2019-04-29 15:05:05,20,2019-04-29,15:05:05
626,2019-04-28 00:24:00,20,2019-04-28,00:24:00
627,2019-04-26 12:33:15,20,2019-04-26,12:33:15
628,2019-04-30 01:13:25,20,2019-04-30,01:13:25
629,2019-04-29 13:25:29,10,2019-04-29,13:25:29
630,2019-04-27 05:41:28,10,2019-04-27,05:41:28
631,2019-04-26 22:18:55,20,2019-04-26,22:18:55
632,2019-04-25 14:13:51,20,2019-04-25,14:13:51
633,2019-05-14 10:04:30,20,2019-05-14,10:04:30
634,2019-04-30 23:39:39,10,2019-04-30,23:39:39
635,2019-04-25 16:39:12,10,2019-04-25,16:39:12
636,2019-04-25 10:45:00,20,2019-04-25,10:45:00
637,2019-04-30 00:00:32,20,2019-04-30,00:00:32
638,2019-04-28 13:01:14,20,2019-04-28,13:01:14
639,2019-04-28 23:56:41,10,2019-04-28,23:56:41
640,2019-04-24 08:14:18,20,2019-04-24,08:14:18
641,2019-04-24 21:25:39,20,2019-04-24,21:25:39
642,2019-05-04 19:59:37,20,2019-05-04,19:59:37
643,2019-04-24 04:09:59,20,2019-04-24,04:09:59
644,2019-04-24 09:34:34,10,2019-04-24,09:34:34
645,2019-04-28 13:01:29,20,2019-04-28,13:01:29
646,2019-05-08 01:18:22,20,2019-05-08,01:18:22
647,2019-04-27 15:45:07,10,2019-04-27,15:45:07
648,2019-04-26 11:01:54,20,2019-04-26,11:01:54
649,2019-05-07 12:28:35,20,2019-05-07,12:28:35
650,2019-05-08 05:25:00,20,2019-05-08,05:25:00
651,2019-04-27 02:28:07,10,2019-04-27,02:28:07
652,2019-04-26 13:56:17,20,2019-04-26,13:56:17
653,2019-04-24 16:12:10,20,2019-04-24,16:12:10
654,2019-04-29 10:37:49,20,2019-04-29,10:37:49
655,2019-04-27 17:58:13,20,2019-04-27,17:58:13
656,2019-05-11 03:07:49,20,2019-05-11,03:07:49
657,2019-04-24 06:29:14,20,2019-04-24,06:29:14
658,2019-05-08 08:14:49,20,2019-05-08,08:14:49
659,2019-05-08 05:17:11,20,2019-05-08,05:17:11
660,2019-05-12 13:33:23,20,2019-05-12,13:33:23
661,2019-05-06 22:28:53,20,2019-05-06,22:28:53
662,2019-04-27 09:57:56,20,2019-04-27,09:57:56
663,2019-05-01 12:07:20,10,2019-05-01,12:07:20
664,2019-05-12 19:00:41,20,2019-05-12,19:00:41
665,2019-04-24 22:39:18,20,2019-04-24,22:39:18
666,2019-05-02 16:58:44,20,2019-05-02,16:58:44
667,2019-04-27 00:41:03,20,2019-04-27,00:41:03
668,2019-05-05 12:15:16,20,2019-05-05,12:15:16
669,2019-05-01 18:39:10,10,2019-05-01,18:39:10
670,2019-04-27 00:38:55,20,2019-04-27,00:38:55
671,2019-05-01 00:19:47,10,2019-05-01,00:19:47
672,2019-04-26 21:08:25,10,2019-04-26,21:08:25
673,2019-04-26 08:35:17,20,2019-04-26,08:35:17
674,2019-04-25 23:35:01,20,2019-04-25,23:35:01
675,2019-04-27 17:50:46,20,2019-04-27,17:50:46
676,2019-04-26 21:17:53,10,2019-04-26,21:17:53
